degree,runtime,details
10,0.02159404754638672,monte_carlo_
10,0.02139115333557129,monte_carlo_
10,0.021772146224975586,monte_carlo_
10,0.021700382232666016,monte_carlo_
10,0.020948171615600586,monte_carlo_
10,0.021350860595703125,monte_carlo_
10,0.02089405059814453,monte_carlo_
10,0.020980358123779297,monte_carlo_
10,0.021548032760620117,monte_carlo_
10,0.02160954475402832,monte_carlo_
10,0.021318912506103516,monte_carlo_
10,0.021280527114868164,monte_carlo_
10,0.020877599716186523,monte_carlo_
10,0.020999908447265625,monte_carlo_
10,0.02127981185913086,monte_carlo_
10,0.020972013473510742,monte_carlo_
10,0.02109670639038086,monte_carlo_
10,0.021331310272216797,monte_carlo_
10,0.021678447723388672,monte_carlo_
10,0.021019458770751953,monte_carlo_
10,0.020838022232055664,monte_carlo_
10,0.021457910537719727,monte_carlo_
10,0.022753000259399414,monte_carlo_
10,0.020922183990478516,monte_carlo_
10,0.021640777587890625,monte_carlo_
10,0.021764039993286133,monte_carlo_
10,0.021275997161865234,monte_carlo_
10,0.021284103393554688,monte_carlo_
10,0.021274566650390625,monte_carlo_
10,0.02106308937072754,monte_carlo_
10,0.020880460739135742,monte_carlo_
10,0.021108627319335938,monte_carlo_
10,0.02188706398010254,monte_carlo_
10,0.02121877670288086,monte_carlo_
10,0.020910024642944336,monte_carlo_
10,0.021267414093017578,monte_carlo_
10,0.02181243896484375,monte_carlo_
10,0.021145343780517578,monte_carlo_
10,0.021515846252441406,monte_carlo_
10,0.02117753028869629,monte_carlo_
10,0.02102208137512207,monte_carlo_
10,0.02169656753540039,monte_carlo_
10,0.021183013916015625,monte_carlo_
10,0.021532773971557617,monte_carlo_
10,0.0220644474029541,monte_carlo_
10,0.023255348205566406,monte_carlo_
10,0.021956682205200195,monte_carlo_
10,0.021755456924438477,monte_carlo_
10,0.021415233612060547,monte_carlo_
10,0.021050214767456055,monte_carlo_
10,0.021763324737548828,monte_carlo_
10,0.02111673355102539,monte_carlo_
10,0.021294593811035156,monte_carlo_
10,0.02084207534790039,monte_carlo_
10,0.021122455596923828,monte_carlo_
10,0.02201366424560547,monte_carlo_
10,0.021795272827148438,monte_carlo_
10,0.02150726318359375,monte_carlo_
10,0.021416187286376953,monte_carlo_
10,0.023026466369628906,monte_carlo_
10,0.021303415298461914,monte_carlo_
10,0.022116899490356445,monte_carlo_
10,0.020555734634399414,monte_carlo_
10,0.020595073699951172,monte_carlo_
10,0.021531105041503906,monte_carlo_
10,0.02144598960876465,monte_carlo_
10,0.02128911018371582,monte_carlo_
10,0.020723581314086914,monte_carlo_
10,0.02269458770751953,monte_carlo_
10,0.022065162658691406,monte_carlo_
10,0.02138519287109375,monte_carlo_
10,0.02117776870727539,monte_carlo_
10,0.02073955535888672,monte_carlo_
10,0.020757198333740234,monte_carlo_
10,0.020848512649536133,monte_carlo_
