11,1.595648,1.561344,2.478336,2.33472,2.268416,7.36384
13,1.568768,1.499136,2.009088,1.785856,3.15648,4.463104
15,1.602304,1.402368,2.333184,2.024704,5.278976,3.794688
17,1.600256,1.679104,2.398976,2.352384,4.085248,4.006912
19,1.60768,1.63072,2.251264,1.952256,4.02048,4.780544
