degree,runtime,details
10,0.024264097213745117,monte_carlo_
10,0.025482177734375,monte_carlo_
10,0.02300095558166504,monte_carlo_
10,0.02349400520324707,monte_carlo_
10,0.025183439254760742,monte_carlo_
10,0.023178815841674805,monte_carlo_
10,0.023422956466674805,monte_carlo_
10,0.022540807723999023,monte_carlo_
10,0.02728104591369629,monte_carlo_
10,0.023278474807739258,monte_carlo_
10,0.022777080535888672,monte_carlo_
10,0.02277374267578125,monte_carlo_
10,0.022460222244262695,monte_carlo_
10,0.022368907928466797,monte_carlo_
10,0.024020671844482422,monte_carlo_
10,0.02500295639038086,monte_carlo_
10,0.023696422576904297,monte_carlo_
10,0.022991418838500977,monte_carlo_
10,0.022630691528320312,monte_carlo_
10,0.02297806739807129,monte_carlo_
10,0.023118019104003906,monte_carlo_
10,0.0235443115234375,monte_carlo_
10,0.022943973541259766,monte_carlo_
10,0.02319788932800293,monte_carlo_
10,0.023404598236083984,monte_carlo_
10,0.024671554565429688,monte_carlo_
10,0.02289605140686035,monte_carlo_
10,0.022719860076904297,monte_carlo_
10,0.022825002670288086,monte_carlo_
10,0.02246570587158203,monte_carlo_
10,0.025019168853759766,monte_carlo_
10,0.0316927433013916,monte_carlo_
10,0.027076005935668945,monte_carlo_
10,0.02398824691772461,monte_carlo_
10,0.02431654930114746,monte_carlo_
10,0.023641347885131836,monte_carlo_
10,0.031131267547607422,monte_carlo_
10,0.030124187469482422,monte_carlo_
10,0.024100065231323242,monte_carlo_
10,0.02693772315979004,monte_carlo_
10,0.0268707275390625,monte_carlo_
10,0.025287151336669922,monte_carlo_
10,0.023958683013916016,monte_carlo_
10,0.025664329528808594,monte_carlo_
10,0.0230255126953125,monte_carlo_
10,0.024248600006103516,monte_carlo_
10,0.023818254470825195,monte_carlo_
10,0.022581815719604492,monte_carlo_
10,0.023650646209716797,monte_carlo_
10,0.022967100143432617,monte_carlo_
10,0.024681568145751953,monte_carlo_
10,0.02308940887451172,monte_carlo_
10,0.022819995880126953,monte_carlo_
10,0.022639989852905273,monte_carlo_
10,0.028220176696777344,monte_carlo_
10,0.030022621154785156,monte_carlo_
10,0.02360844612121582,monte_carlo_
10,0.02382349967956543,monte_carlo_
10,0.024066686630249023,monte_carlo_
10,0.029070138931274414,monte_carlo_
10,0.028278350830078125,monte_carlo_
10,0.026898860931396484,monte_carlo_
10,0.028326988220214844,monte_carlo_
10,0.02364492416381836,monte_carlo_
10,0.024366140365600586,monte_carlo_
10,0.023665904998779297,monte_carlo_
10,0.023488998413085938,monte_carlo_
10,0.023041963577270508,monte_carlo_
10,0.02348494529724121,monte_carlo_
10,0.023795604705810547,monte_carlo_
10,0.023591279983520508,monte_carlo_
10,0.023207902908325195,monte_carlo_
10,0.02327132225036621,monte_carlo_
10,0.02265453338623047,monte_carlo_
10,0.022907257080078125,monte_carlo_
10,0.023508071899414062,monte_carlo_
10,0.023402929306030273,monte_carlo_
10,0.023675203323364258,monte_carlo_
10,0.0225832462310791,monte_carlo_
10,0.022832393646240234,monte_carlo_
10,0.024146556854248047,monte_carlo_
10,0.023506641387939453,monte_carlo_
10,0.02250981330871582,monte_carlo_
10,0.02299213409423828,monte_carlo_
10,0.02240300178527832,monte_carlo_
10,0.024492263793945312,monte_carlo_
10,0.02472543716430664,monte_carlo_
10,0.02276134490966797,monte_carlo_
10,0.022602081298828125,monte_carlo_
10,0.026459217071533203,monte_carlo_
10,0.022927522659301758,monte_carlo_
10,0.02280569076538086,monte_carlo_
10,0.022778987884521484,monte_carlo_
10,0.022997379302978516,monte_carlo_
10,0.023082733154296875,monte_carlo_
10,0.022912979125976562,monte_carlo_
10,0.022357463836669922,monte_carlo_
10,0.02275395393371582,monte_carlo_
10,0.026891708374023438,monte_carlo_
10,0.02307724952697754,monte_carlo_
20,0.03608560562133789,monte_carlo_
20,0.03497028350830078,monte_carlo_
20,0.04013490676879883,monte_carlo_
20,0.0360720157623291,monte_carlo_
20,0.03531670570373535,monte_carlo_
20,0.035386085510253906,monte_carlo_
20,0.035093069076538086,monte_carlo_
20,0.03585219383239746,monte_carlo_
20,0.03562521934509277,monte_carlo_
20,0.035104990005493164,monte_carlo_
20,0.039415597915649414,monte_carlo_
20,0.037299394607543945,monte_carlo_
20,0.03568720817565918,monte_carlo_
20,0.03530621528625488,monte_carlo_
20,0.035892486572265625,monte_carlo_
20,0.040564537048339844,monte_carlo_
20,0.0369417667388916,monte_carlo_
20,0.03543424606323242,monte_carlo_
20,0.03506755828857422,monte_carlo_
20,0.04011130332946777,monte_carlo_
20,0.046486616134643555,monte_carlo_
20,0.03871965408325195,monte_carlo_
20,0.041851043701171875,monte_carlo_
20,0.040151357650756836,monte_carlo_
20,0.035691022872924805,monte_carlo_
20,0.04535365104675293,monte_carlo_
20,0.04094433784484863,monte_carlo_
20,0.0358891487121582,monte_carlo_
20,0.042884111404418945,monte_carlo_
20,0.04560708999633789,monte_carlo_
20,0.03690838813781738,monte_carlo_
20,0.043512582778930664,monte_carlo_
20,0.03639793395996094,monte_carlo_
20,0.037283897399902344,monte_carlo_
20,0.035452842712402344,monte_carlo_
20,0.03609895706176758,monte_carlo_
20,0.03704047203063965,monte_carlo_
20,0.035599708557128906,monte_carlo_
20,0.034999847412109375,monte_carlo_
20,0.034676551818847656,monte_carlo_
20,0.03500556945800781,monte_carlo_
20,0.03511953353881836,monte_carlo_
20,0.03544116020202637,monte_carlo_
20,0.03460979461669922,monte_carlo_
20,0.03538036346435547,monte_carlo_
20,0.03545737266540527,monte_carlo_
20,0.03502297401428223,monte_carlo_
20,0.03473019599914551,monte_carlo_
20,0.038121938705444336,monte_carlo_
20,0.035926103591918945,monte_carlo_
20,0.035010576248168945,monte_carlo_
20,0.03568387031555176,monte_carlo_
20,0.03605985641479492,monte_carlo_
20,0.03466963768005371,monte_carlo_
20,0.03521466255187988,monte_carlo_
20,0.03532004356384277,monte_carlo_
20,0.035274505615234375,monte_carlo_
20,0.03497791290283203,monte_carlo_
20,0.038247108459472656,monte_carlo_
20,0.036057472229003906,monte_carlo_
20,0.040908098220825195,monte_carlo_
20,0.03660249710083008,monte_carlo_
20,0.03853106498718262,monte_carlo_
20,0.03522324562072754,monte_carlo_
20,0.037353515625,monte_carlo_
20,0.03523135185241699,monte_carlo_
20,0.035459041595458984,monte_carlo_
20,0.04193449020385742,monte_carlo_
20,0.03745126724243164,monte_carlo_
20,0.03548574447631836,monte_carlo_
20,0.04444694519042969,monte_carlo_
20,0.036083221435546875,monte_carlo_
20,0.039380788803100586,monte_carlo_
20,0.03528738021850586,monte_carlo_
20,0.03702139854431152,monte_carlo_
20,0.035535335540771484,monte_carlo_
20,0.03505206108093262,monte_carlo_
20,0.03506803512573242,monte_carlo_
20,0.03587961196899414,monte_carlo_
20,0.037735700607299805,monte_carlo_
20,0.03558158874511719,monte_carlo_
20,0.03478360176086426,monte_carlo_
20,0.037912845611572266,monte_carlo_
20,0.03902935981750488,monte_carlo_
20,0.03799796104431152,monte_carlo_
20,0.038544654846191406,monte_carlo_
20,0.0377955436706543,monte_carlo_
20,0.036518096923828125,monte_carlo_
20,0.03513526916503906,monte_carlo_
20,0.034821510314941406,monte_carlo_
20,0.035277366638183594,monte_carlo_
20,0.03670310974121094,monte_carlo_
20,0.036441802978515625,monte_carlo_
20,0.03684186935424805,monte_carlo_
20,0.04001951217651367,monte_carlo_
20,0.03516125679016113,monte_carlo_
20,0.03709292411804199,monte_carlo_
20,0.03563952445983887,monte_carlo_
20,0.035265445709228516,monte_carlo_
20,0.034793853759765625,monte_carlo_
40,0.07058954238891602,monte_carlo_
40,0.06764721870422363,monte_carlo_
40,0.061540842056274414,monte_carlo_
40,0.061490535736083984,monte_carlo_
40,0.062027931213378906,monte_carlo_
40,0.06997966766357422,monte_carlo_
40,0.06182670593261719,monte_carlo_
40,0.06119680404663086,monte_carlo_
40,0.06500005722045898,monte_carlo_
40,0.06965923309326172,monte_carlo_
40,0.06174206733703613,monte_carlo_
40,0.07036614418029785,monte_carlo_
40,0.07173442840576172,monte_carlo_
40,0.06677794456481934,monte_carlo_
40,0.08359336853027344,monte_carlo_
40,0.06974363327026367,monte_carlo_
40,0.07283926010131836,monte_carlo_
40,0.07880735397338867,monte_carlo_
40,0.06126761436462402,monte_carlo_
40,0.0695183277130127,monte_carlo_
40,0.06260228157043457,monte_carlo_
40,0.05894207954406738,monte_carlo_
40,0.0584254264831543,monte_carlo_
40,0.061222076416015625,monte_carlo_
40,0.06357550621032715,monte_carlo_
40,0.060730695724487305,monte_carlo_
40,0.05881190299987793,monte_carlo_
40,0.05885815620422363,monte_carlo_
40,0.059090614318847656,monte_carlo_
40,0.06449294090270996,monte_carlo_
40,0.06019711494445801,monte_carlo_
40,0.05925607681274414,monte_carlo_
40,0.05898928642272949,monte_carlo_
40,0.05878806114196777,monte_carlo_
40,0.058728694915771484,monte_carlo_
40,0.05875039100646973,monte_carlo_
40,0.06586575508117676,monte_carlo_
40,0.060138702392578125,monte_carlo_
40,0.05886483192443848,monte_carlo_
40,0.05865764617919922,monte_carlo_
40,0.06267166137695312,monte_carlo_
40,0.05886363983154297,monte_carlo_
40,0.059400320053100586,monte_carlo_
40,0.058480024337768555,monte_carlo_
40,0.05933976173400879,monte_carlo_
40,0.059068918228149414,monte_carlo_
40,0.05975198745727539,monte_carlo_
40,0.06123471260070801,monte_carlo_
40,0.060591697692871094,monte_carlo_
40,0.06101274490356445,monte_carlo_
40,0.05885791778564453,monte_carlo_
40,0.06446647644042969,monte_carlo_
40,0.061472177505493164,monte_carlo_
40,0.059752702713012695,monte_carlo_
40,0.05869889259338379,monte_carlo_
40,0.05966591835021973,monte_carlo_
40,0.05887866020202637,monte_carlo_
40,0.0585784912109375,monte_carlo_
40,0.06017422676086426,monte_carlo_
40,0.06545519828796387,monte_carlo_
40,0.0649876594543457,monte_carlo_
40,0.061821699142456055,monte_carlo_
40,0.06116080284118652,monte_carlo_
40,0.0634150505065918,monte_carlo_
40,0.06554746627807617,monte_carlo_
40,0.061994075775146484,monte_carlo_
40,0.06055259704589844,monte_carlo_
40,0.0591740608215332,monte_carlo_
40,0.05929875373840332,monte_carlo_
40,0.06071281433105469,monte_carlo_
40,0.061797142028808594,monte_carlo_
40,0.06463122367858887,monte_carlo_
40,0.06527066230773926,monte_carlo_
40,0.06045866012573242,monte_carlo_
40,0.06108593940734863,monte_carlo_
40,0.06219887733459473,monte_carlo_
40,0.06055045127868652,monte_carlo_
40,0.05930066108703613,monte_carlo_
40,0.06601738929748535,monte_carlo_
40,0.06025385856628418,monte_carlo_
40,0.06611466407775879,monte_carlo_
40,0.0615081787109375,monte_carlo_
40,0.06100010871887207,monte_carlo_
40,0.05868935585021973,monte_carlo_
40,0.0590205192565918,monte_carlo_
40,0.06590962409973145,monte_carlo_
40,0.06019115447998047,monte_carlo_
40,0.06559157371520996,monte_carlo_
40,0.06128191947937012,monte_carlo_
40,0.06604385375976562,monte_carlo_
40,0.06074666976928711,monte_carlo_
40,0.05856466293334961,monte_carlo_
40,0.06195068359375,monte_carlo_
40,0.059041738510131836,monte_carlo_
40,0.06618618965148926,monte_carlo_
40,0.06122779846191406,monte_carlo_
40,0.060029029846191406,monte_carlo_
40,0.06308746337890625,monte_carlo_
40,0.06061911582946777,monte_carlo_
40,0.061844587326049805,monte_carlo_
80,0.11762309074401855,monte_carlo_
80,0.10755157470703125,monte_carlo_
80,0.10535907745361328,monte_carlo_
80,0.11279082298278809,monte_carlo_
80,0.11971378326416016,monte_carlo_
80,0.11431407928466797,monte_carlo_
80,0.11566638946533203,monte_carlo_
80,0.11026763916015625,monte_carlo_
80,0.11151385307312012,monte_carlo_
80,0.12075686454772949,monte_carlo_
80,0.12293648719787598,monte_carlo_
80,0.10379767417907715,monte_carlo_
80,0.11173057556152344,monte_carlo_
80,0.1166839599609375,monte_carlo_
80,0.10463166236877441,monte_carlo_
80,0.10271096229553223,monte_carlo_
80,0.11312174797058105,monte_carlo_
80,0.1091775894165039,monte_carlo_
80,0.10571908950805664,monte_carlo_
80,0.10533809661865234,monte_carlo_
80,0.10257172584533691,monte_carlo_
80,0.10485005378723145,monte_carlo_
80,0.1071012020111084,monte_carlo_
80,0.10997223854064941,monte_carlo_
80,0.1052093505859375,monte_carlo_
80,0.10483765602111816,monte_carlo_
80,0.10394454002380371,monte_carlo_
80,0.10901856422424316,monte_carlo_
80,0.1056373119354248,monte_carlo_
80,0.1072092056274414,monte_carlo_
80,0.10480237007141113,monte_carlo_
80,0.10704755783081055,monte_carlo_
80,0.10485124588012695,monte_carlo_
80,0.10527873039245605,monte_carlo_
80,0.10438942909240723,monte_carlo_
80,0.10420775413513184,monte_carlo_
80,0.1089944839477539,monte_carlo_
80,0.10858821868896484,monte_carlo_
80,0.10400748252868652,monte_carlo_
80,0.10965347290039062,monte_carlo_
80,0.10534024238586426,monte_carlo_
80,0.10994148254394531,monte_carlo_
80,0.10580682754516602,monte_carlo_
80,0.10333847999572754,monte_carlo_
80,0.10313582420349121,monte_carlo_
80,0.10776114463806152,monte_carlo_
80,0.10384559631347656,monte_carlo_
80,0.1110696792602539,monte_carlo_
80,0.10407209396362305,monte_carlo_
80,0.11051249504089355,monte_carlo_
80,0.11201620101928711,monte_carlo_
80,0.10714888572692871,monte_carlo_
80,0.10328984260559082,monte_carlo_
80,0.11746907234191895,monte_carlo_
80,0.10622787475585938,monte_carlo_
80,0.10461807250976562,monte_carlo_
80,0.10510873794555664,monte_carlo_
80,0.10604691505432129,monte_carlo_
80,0.1037740707397461,monte_carlo_
80,0.10432243347167969,monte_carlo_
80,0.10304045677185059,monte_carlo_
80,0.10430026054382324,monte_carlo_
80,0.11022329330444336,monte_carlo_
80,0.10821938514709473,monte_carlo_
80,0.1078634262084961,monte_carlo_
80,0.11307001113891602,monte_carlo_
80,0.10999464988708496,monte_carlo_
80,0.11274600028991699,monte_carlo_
80,0.10577130317687988,monte_carlo_
80,0.10499095916748047,monte_carlo_
80,0.10547828674316406,monte_carlo_
80,0.11190056800842285,monte_carlo_
80,0.10844779014587402,monte_carlo_
80,0.11331295967102051,monte_carlo_
80,0.11198091506958008,monte_carlo_
80,0.10957598686218262,monte_carlo_
80,0.10900545120239258,monte_carlo_
80,0.10792231559753418,monte_carlo_
80,0.10586285591125488,monte_carlo_
80,0.10424399375915527,monte_carlo_
80,0.10920214653015137,monte_carlo_
80,0.10363411903381348,monte_carlo_
80,0.11178112030029297,monte_carlo_
80,0.10875797271728516,monte_carlo_
80,0.10556340217590332,monte_carlo_
80,0.1084897518157959,monte_carlo_
80,0.10460281372070312,monte_carlo_
80,0.10834884643554688,monte_carlo_
80,0.10862064361572266,monte_carlo_
80,0.10683155059814453,monte_carlo_
80,0.10815095901489258,monte_carlo_
80,0.10411357879638672,monte_carlo_
80,0.11342740058898926,monte_carlo_
80,0.11130905151367188,monte_carlo_
80,0.10415029525756836,monte_carlo_
80,0.10757899284362793,monte_carlo_
80,0.10409927368164062,monte_carlo_
80,0.10368633270263672,monte_carlo_
80,0.11507320404052734,monte_carlo_
80,0.1042027473449707,monte_carlo_
100,0.13479232788085938,monte_carlo_
100,0.13730359077453613,monte_carlo_
100,0.12702441215515137,monte_carlo_
100,0.12699341773986816,monte_carlo_
100,0.13554143905639648,monte_carlo_
100,0.1278371810913086,monte_carlo_
100,0.13214802742004395,monte_carlo_
100,0.13581538200378418,monte_carlo_
100,0.16309475898742676,monte_carlo_
100,0.13857436180114746,monte_carlo_
100,0.1278855800628662,monte_carlo_
100,0.12625551223754883,monte_carlo_
100,0.12603759765625,monte_carlo_
100,0.1283271312713623,monte_carlo_
100,0.13051080703735352,monte_carlo_
100,0.13704204559326172,monte_carlo_
100,0.12658357620239258,monte_carlo_
100,0.12508177757263184,monte_carlo_
100,0.13168644905090332,monte_carlo_
100,0.12647390365600586,monte_carlo_
100,0.12611603736877441,monte_carlo_
100,0.12872576713562012,monte_carlo_
100,0.1301414966583252,monte_carlo_
100,0.1308000087738037,monte_carlo_
100,0.1251237392425537,monte_carlo_
100,0.12928462028503418,monte_carlo_
100,0.1253523826599121,monte_carlo_
100,0.12495565414428711,monte_carlo_
100,0.1255180835723877,monte_carlo_
100,0.12693238258361816,monte_carlo_
100,0.13284730911254883,monte_carlo_
100,0.1282966136932373,monte_carlo_
100,0.1336817741394043,monte_carlo_
100,0.1278691291809082,monte_carlo_
100,0.12520933151245117,monte_carlo_
100,0.12570977210998535,monte_carlo_
100,0.12528514862060547,monte_carlo_
100,0.12880969047546387,monte_carlo_
100,0.13279294967651367,monte_carlo_
100,0.1264514923095703,monte_carlo_
100,0.1262650489807129,monte_carlo_
100,0.13087701797485352,monte_carlo_
100,0.13166546821594238,monte_carlo_
100,0.1316688060760498,monte_carlo_
100,0.1276698112487793,monte_carlo_
100,0.12838482856750488,monte_carlo_
100,0.12953805923461914,monte_carlo_
100,0.1275327205657959,monte_carlo_
100,0.12674164772033691,monte_carlo_
100,0.1268000602722168,monte_carlo_
100,0.1310710906982422,monte_carlo_
100,0.12694501876831055,monte_carlo_
100,0.13022637367248535,monte_carlo_
100,0.1263587474822998,monte_carlo_
100,0.12522530555725098,monte_carlo_
100,0.13472676277160645,monte_carlo_
100,0.13199639320373535,monte_carlo_
100,0.1316511631011963,monte_carlo_
100,0.12949609756469727,monte_carlo_
100,0.13011574745178223,monte_carlo_
100,0.12825942039489746,monte_carlo_
100,0.13262939453125,monte_carlo_
100,0.1357719898223877,monte_carlo_
100,0.1268312931060791,monte_carlo_
100,0.12853097915649414,monte_carlo_
100,0.13404512405395508,monte_carlo_
100,0.13022303581237793,monte_carlo_
100,0.12550878524780273,monte_carlo_
100,0.12943720817565918,monte_carlo_
100,0.12811493873596191,monte_carlo_
100,0.1262044906616211,monte_carlo_
100,0.13260364532470703,monte_carlo_
100,0.13315415382385254,monte_carlo_
100,0.13161635398864746,monte_carlo_
100,0.1258242130279541,monte_carlo_
100,0.12499618530273438,monte_carlo_
100,0.12998461723327637,monte_carlo_
100,0.1266014575958252,monte_carlo_
100,0.1408402919769287,monte_carlo_
100,0.13070082664489746,monte_carlo_
100,0.13310837745666504,monte_carlo_
100,0.13042640686035156,monte_carlo_
100,0.1285998821258545,monte_carlo_
100,0.12528324127197266,monte_carlo_
100,0.1278986930847168,monte_carlo_
