0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
0,10110010100100,11100001010010,100001100111010,101000100001011,101101001000000,111001010010000,111010011000001,1000010111101001,1000111111101101,1010000101000011,1010100110001110,1011011100101100,1100100101101101,1101000111000001,1111110001100011,1111110010100111,1111110111010010,1111110111010110,1111111001011010
